text,stars_true,prompt_type,raw_output,json_valid,stars_pred,key_point_pred,business_response_pred,parse_error
"Keep in mind this isn't AC or Vegas.  That said, rivers is pretty nice for what it is.  There are some drawbacks sure, but it does well.  It's laid out nice, has a good selection of table games and slots.  The card room is always has games and the tournament structure is pretty good.  They have lots of free giveaways and plenty of promotions to keep you coming back.  The food is good, the better being Andrews steakhouse and the buffet.   Protip - the champagne brunch is really good. \n\nThe cons?  To start, drinks on the playing floor should be free.  There's no hotel.  There's nothing really live or upbeat.  Friday and Saturday nights should have live bands, dancing, and be really uplifting.  It just doesn't happen here.  It's pretty much all about the gambling.",4,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""The reviewer finds the casino to be nice but lacking in live entertainment and hotel options"",
  ""business_response"": ""Thank you for your feedback. We appreciate your suggestions about adding live entertainment options and consider enhancing our amenities.""
}
```",True,3,The reviewer finds the casino to be nice but lacking in live entertainment and hotel options,Thank you for your feedback. We appreciate your suggestions about adding live entertainment options and consider enhancing our amenities.,
I sent my two employees to class in Las Vegas. I booked one room with two beds for two nights. I called and emphasis it must be two beds because it is for two girls. Later I got two confirmation email which are produced at same time. I thought their system accidentally sent same content twice so I left them alone. When my employees showed up they were told they have two rooms booked and my employees told them we only booked one room and they stayed in one room. One month later I found out Trump charged my credit card for two room for two nights. I called them to argue about it. I was told that even if that was a mistake but I did not catch it and cancel it in time. So they will still charge for two rooms since they were booked.  My point is they do not want to do anything about it and let customer to pay for their mistakes.,1,multi_objective_assistant,"```
{
  ""stars"": 1,
  ""key_point"": ""Charged for two rooms due to hotel's mistake"",
  ""business_response"": ""Sorry to hear this, we will review our booking process to prevent similar issues.""
}
```",True,1,Charged for two rooms due to hotel's mistake,"Sorry to hear this, we will review our booking process to prevent similar issues.",
I love korean BBQ and I love Sura's style concept.  The restaurant is buffet style. You pick the meats and dishes that you wish to have and bring it back to your table to grill. A server will bring you drinks and clean your grill ever so often. \n\nThe food isn't bad but it isn't great. You might find some pieces of meet that are still frozen if you pick from the middle of the tray. \n\nI went to the restroom while eating here and witnessed an employee leaving the stalls without washing their hands only to later see her behind the buffet line serving meat.  True story. \n\nI was so disgusted I wanted to return back to the stall and puke. \n\nSince Sura's AYCE menu is around the same price of the others in town...I'd go elsewhere especially after using their restrooms.,2,multi_objective_assistant,"```
{
  ""stars"": 2,
  ""key_point"": ""Unhygienic practices by an employee"",
  ""business_response"": ""We take food safety seriously and will address this issue immediately.""
}
```",True,2,Unhygienic practices by an employee,We take food safety seriously and will address this issue immediately.,
Great shop.  I can't 89 agile why anybody would complain about speed of service.  Slow is better when doing mods.  This ain't jiffy lube.,5,multi_objective_assistant,"{
  ""stars"": 5,
  ""key_point"": ""Service speed was not an issue for the reviewer"",
  ""business_response"": ""Thank you for your kind words! We're glad you feel our attention to detail is worth the wait.""
}",True,5,Service speed was not an issue for the reviewer,Thank you for your kind words! We're glad you feel our attention to detail is worth the wait.,
"I'm giving it 3 stars because I have hope. Since \""The Daily Grind\"" closed I have been looking for a replacement for my occasional coffee/chai stop. I'm not one to resort to one of the BIG name shops. I prefer supporting the more local ventures. So I stopped in on my walk in to work the other morning. It was empty but I was eagerly greeted as I made my way to the counter. I ordered the large Americano, and waited. As I waited I enjoyed the simplicity of the shop. I didn't see any sweets or treats to go with my java, and then I look down to notice that the espresso machine had a part being held up by a plastic cup that had crushed under the weight of this part and water was dripping on the counter. And I continued to wait. No one was before me and no one right after... \nI finally got my coffee and went on my way. Served very hot, as far as the flavor, ehh the jury is still out. \nSeveral of my coworkers have also tried to give these guys a chance but they have commented on how long it takes to just get a regular cup o'joe. A few of my coworkers have also complained about the sizes offered (the small is pretty small and the large is only medium at the other places). They then are willing to wait in the long line at one of the BIG names. \nAgain I have hope! I will give them at least 3 if not 4 tries...and we shall see...I would like to see them succeed.",3,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""The espresso machine was broken and the coffee took a long time to serve"",
  ""business_response"": ""Sorry to hear that our espresso machine was out of order and that you had to wait for your coffee. We appreciate your patience and hope to serve you better in the future.""
}
```",True,3,The espresso machine was broken and the coffee took a long time to serve,Sorry to hear that our espresso machine was out of order and that you had to wait for your coffee. We appreciate your patience and hope to serve you better in the future.,
"went for a group dinner, meatballs were amazing, the other food was kinda egh, also a bit pricey, decor was nice. Probably go there again if it was for a date.",3,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""Inconsistent food quality and price"",
  ""business_response"": ""Thank you for your feedback! We're glad you enjoyed the meatballs and appreciated the decor. We'll take your comments on food consistency and pricing to heart.""
}
```",True,3,Inconsistent food quality and price,Thank you for your feedback! We're glad you enjoyed the meatballs and appreciated the decor. We'll take your comments on food consistency and pricing to heart.,
"What a great company!\n\nThe office staff was friendly and helpful. I believe the girls name was Nicole that I spoke to. She was polite and got me on the schedule right away. Even when I had to reschedule at the last minute, Thom (the owner) was accomodating to my needs. I don't remember the technician's name that came to my home, but he explained everything to me as he was performing the work. He answered all my questions. I was also pleased with the pricing...they didn't have a trip charge like the other electricians I checked out. TAP and Sons is an all-around fantastic company that I will be using exclusively from here on out for all my electrical needs!!",5,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Friendly and accommodating staff, competitive pricing"",
  ""business_response"": ""Thank you for your kind words! We're glad to hear that our staff provided excellent service and that our pricing met your expectations. We look forward to serving you again in the future.""
}
```",True,5,"Friendly and accommodating staff, competitive pricing",Thank you for your kind words! We're glad to hear that our staff provided excellent service and that our pricing met your expectations. We look forward to serving you again in the future.,
"For me, it's all about the soup, but they do have salads and sandwiches as well. I usually have the combo with a salad and a bowl of soup. They have a variety of stock salads or you can choose your own ingredients. I like the Chicken Chop Salad(chicken, sliced egg, bacon, and black olives) and always, but always, the Lobster Bisque. I could probably just order a couple bowls of this bisque and be happy! It's delicious! Their salads are good, but they'd be better if they didn't skimp on the toppings.Their sandwiches are served on a nice pannini bread with enough filling to satisfy. With the soups and salads, you also get a slice of fresh baguette....and always a chocolate-covered strawberry to finish. They have some amazing desserts, but the Creme Brulee is to die for!",4,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""The Lobster Bisque and desserts, especially Creme Brulee, are highly recommended"",
  ""business_response"": ""Thank you for your kind words about our Lobster Bisque and desserts, we're glad you enjoy them!""
}
```",True,5,"The Lobster Bisque and desserts, especially Creme Brulee, are highly recommended","Thank you for your kind words about our Lobster Bisque and desserts, we're glad you enjoy them!",
"Day two of the restaurant being open so all the staff were on their toes.  Tried the Buddy's Salumi & Cheese Board (olives, pickled vegetables, grilled Italian bread, genoa salami, spicy capicola, proscuitto di parma, grana padano, tuscan pecorino, and gorgonzola).  The capicola and proscuitto were the best I've ever had and the gorgonzola was epic - bleu cheese flavor with the texture of brie.  Cheeseburger at an Italian restaurant?  You bet because the Pat Lafrieda Burger (brioche bun, tomato aioli, provolone cheese, tuscan fries) was really tasty.  The tiramisu was the best I've had anywhere.\n\nAsk for a table bordering the outside perimeter windows for great views of The Strip.  Bring your camera to take pictures of the incredible entree cakes Buddy and his team made.",4,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Exceptional food, especially the capicola, prosciutto, and tiramisu"",
  ""business_response"": ""Thank you for your kind words! We're thrilled you enjoyed our dishes, especially the capicola and tiramisu. We appreciate your recommendation to request a table with a view.""
}
```",True,5,"Exceptional food, especially the capicola, prosciutto, and tiramisu","Thank you for your kind words! We're thrilled you enjoyed our dishes, especially the capicola and tiramisu. We appreciate your recommendation to request a table with a view.",
"If we could get my g-parents network switched over, I'd NEVER have them return to this St Lukes.  Quality of care seriously depends on who's on shift and what floor you're on.  Cath-Lab and ICU staff has always been fantastic, but staff on the 7th floor is a hit or a miss.  Likewise with staff in the ER. \n\nSeriously makes me wonder WHY some people get into the medical field, when they clearly are not cut out for working in that type of environment.",2,multi_objective_assistant,"```
{
  ""stars"": 2,
  ""key_point"": ""Inconsistent quality of care depending on staff and floor"",
  ""business_response"": ""We appreciate your feedback and will look into ensuring consistent care across all floors and staff""
}
```",True,2,Inconsistent quality of care depending on staff and floor,We appreciate your feedback and will look into ensuring consistent care across all floors and staff,
"No the happiest w/ the fact that they charged me $427 for a fuel pump and after the fact I looked it up on Auto Zone and they had the same one in stock for $220! I guess since it was oem I can't complain to much.  But the employees were nice and helpful. They were definitely one worked and under manned. There were two mechanics, like 7 bays and most with cars waiting to be services. I watched and saw, they were hopping between all the vehicles doing a little work on each. Not sure how effective this approach is but what else can they do with such limited workforce? I ended up spending all afternoon there and having to ultimately leave my truck for them to finish it up while they were closed. Their employees are definitely hard workers and did a great job with my truck. Thankfully I have a significant other to pick me up and drop me off in the morning otherwise, not sure what I would've done. Was there from about 1:30 until 7p before finding out it was going to have to stay over night.",3,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""Overcharged for fuel pump and long wait time"",
  ""business_response"": ""We apologize for the long wait and appreciate your understanding. We are understaffed and working hard to keep up with demand. We will review our pricing to ensure competitiveness.""
}
```",True,3,Overcharged for fuel pump and long wait time,We apologize for the long wait and appreciate your understanding. We are understaffed and working hard to keep up with demand. We will review our pricing to ensure competitiveness.,
"Great selections of beer from the local micro brewery.  I only wish I had more time to eat. The menu offers a good selection of better than average airport food. Decent prices without gouging the travellers. Much appreciate the fast service, knowledgable staff, and beer descriptions.",4,multi_objective_assistant,"```
{
  ""stars"": 4,
  ""key_point"": ""Good selection of beer and decent prices"",
  ""business_response"": ""Thank you for your kind words about our beer selection and service. We appreciate your feedback and hope to serve you again soon.""
}
```",True,4,Good selection of beer and decent prices,Thank you for your kind words about our beer selection and service. We appreciate your feedback and hope to serve you again soon.,
"I really wish this review could be great because my wife and I love other mellow mushrooms were we have dined and very happy to have one now uptown. However, the Uptown location doesn't quite seem to be ready for prime time business.  Lack of staff but plenty of seating.  Be prepared to wait.  I can say the food was good after waiting 2 hours to get our food.",2,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""Inconsistent service, long wait for food"",
  ""business_response"": ""Thank you for your feedback. We apologize for the wait and are working to improve our staffing and service.""
}
```",True,3,"Inconsistent service, long wait for food",Thank you for your feedback. We apologize for the wait and are working to improve our staffing and service.,
"If I could leave 0 stars I would like that option . I love the hotel I go to Vegas quite often and encore is always my top pick for a stay. Unfortunately, I had my first bad experience due to the security . My friend and I used the bathroom then we were going to proceed to xs. But a head security manager made a call to stop my\nFriend and I for no reason whatsoever. There were 2 of them one I believe  was Robert and Jeff. They approached us asking for our IDS for no reason and didn't ask us why we there . We showed no signs of any illegal activity nor did we look the part . Jeff held our IDS and continued to bend them and they were  spelling our names to their manager . This took about a good\n10-15 mins . People began to notice and started calling us names due to the public humiliation . We spoke to lee who was the manager at the time and he basically showed no  remorse and said 2 comments \"" we wanna weed them out \"" and \"" do you want me to sugar coat it for you guys \"" . If this is the type of people you hire it can lead to a serious problem .  Due to what occurred outside the club we still proceeded to go to xs yet to find to our surprise men were harassing us inside the club thinking we were escorts . It was the worst feeling a woman can ever have and this needs to be resolved . I will take this further .",1,multi_objective_assistant,"```
{
  ""stars"": 1,
  ""key_point"": ""Unprofessional security staff caused a humiliating experience"",
  ""business_response"": ""We apologize for the distressing experience. We'll address the security team's behavior and ensure it doesn't happen again.""
}
```",True,1,Unprofessional security staff caused a humiliating experience,We apologize for the distressing experience. We'll address the security team's behavior and ensure it doesn't happen again.,
"This review is long overdue! I thought I had already written it, but apparently in the craziness of finals I forgot. Anyways, onto my review...\n\nAfter driving back from California a couple months ago, my check engine light came on and my car was shaking like crazy. Upon referral from a friend, and after reading all the Yelp reviews, I decided to bring my car (Honda CRV) into Valley Automotive. Boy was I glad I did! I got an initial estimate from KC and his staff, but after doing some work it ended up that there was more wrong with my car than was initially thought. However, rather than me having to pay for the additional fixes, KC offered to foot the bill! I was shocked, but forever grateful! The thing that sets Valley Automotive apart from most other auto shops is they care about their customers and want to do right by them. As a graduate student with little money, I appreciate the honest business and work that KC and his staff do at Valley Automotive. I happily referred a friend to them so she could get a second opinion after taking her car to another shop. Valley Automotive saved her money and she was equally as impressed with the service she received!\n\nApparently my car doesn't like the Vegas heat (who does like 115 degree weather?!) and I noticed that it is leaking coolant. I will gladly be taking my car back to Valley Automotive and doing business with KC and his team again!",5,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Exceptional customer service and honesty"",
  ""business_response"": ""Thank you for your kind words! We're glad we could help and look forward to serving you again.""
}
```",True,5,Exceptional customer service and honesty,Thank you for your kind words! We're glad we could help and look forward to serving you again.,
"I had the good fortune to have my birthday dinner here tonight and it was really one of the best meals I have ever had....really.\n\nI opted for the dover sole that was deboned table side...(gasp). I mean who goes to a steakhouse to have fish,right?  It was cooked to perfection. \n\nDefinitely the place for a special night out...the view is gorgeous.",5,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Exceptional dining experience with perfectly cooked dover sole"",
  ""business_response"": ""Thank you for choosing us for your special night out! We're thrilled you enjoyed your dover sole and the view.""
}
```",True,5,Exceptional dining experience with perfectly cooked dover sole,Thank you for choosing us for your special night out! We're thrilled you enjoyed your dover sole and the view.,
"Not that great. I would say out of the three dishes we ordered, we only enjoyed the biscuits that came before our meal. We got the meatloaf (dry and bland, almost like eating a cheap burger patty); \""fried chicken\"" (more like salty country fried steak); and the salmon with salad (meager portions for the price). The biscuits were nice and fluffy but OH MY GOODNESS why is their other food so terrible? Not only is it poorly made and prepared but it took us an hour to get our food! This wasn't even during their busy hours. Severely disappointed in the food though and will not be coming back a second time. \n\nIt seems like there's a lot of hype surrounding this place and maybe because it's a cool casual ambiance on top of a building, but I say don't bother. Expensive for the quality of food and nothing very outstanding in their menu.",2,multi_objective_assistant,"```
{
  ""stars"": 1,
  ""key_point"": ""Poor food quality and long wait time"",
  ""business_response"": ""Sorry to hear that our food didn't meet your expectations. We take feedback seriously and will look into improving our preparation and service times.""
}
```",True,1,Poor food quality and long wait time,Sorry to hear that our food didn't meet your expectations. We take feedback seriously and will look into improving our preparation and service times.,
"This is the best Arby's around! The wait is a little long sometimes, but the always get your order right and your food is always fresh. They often send coupons out in the mail and in the Centennial View, also they usually have other rotating deals in house. Nothing really to complain about there, they make sure the food on your tray if in your bag really is Good Mood Food! ;-)",4,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Consistently good food and service despite occasional long wait"",
  ""business_response"": ""Thank you for your kind words! We appreciate your patience and are glad you're enjoying our food and deals.""
}
```",True,5,Consistently good food and service despite occasional long wait,Thank you for your kind words! We appreciate your patience and are glad you're enjoying our food and deals.,
"I love this place, great food and atmosphere, but on my last visit wasn't impress with new addition to menu",4,multi_objective_assistant,"```
{
  ""stars"": 4,
  ""key_point"": ""New menu addition was unimpressive"",
  ""business_response"": ""Sorry to hear that our new menu item didn't meet your expectations, we'll keep working to improve our offerings""
}
```",True,4,New menu addition was unimpressive,"Sorry to hear that our new menu item didn't meet your expectations, we'll keep working to improve our offerings",
"In Short: Average Sushi, not much imagination, but the happy hour is awesome.\n\nI probably wouldn't go here on a regular basis if the happy hour isn't so good.  The location is pretty nice as well, conveniently located around the heart of tempe, and pretty close to ASU as well.  The interior is decorated \""asian\"" style but it has some quirkiness to it as well.  There are two main areas to dine, one is by bar and the other is the main dining hall.  The staff is pretty nice too, mostly college kids.  \n\nIt's your average sushi place, you got various types of maki, then a decent collection of nagiri, but not a lot of variation in sashimi.  I find most of the maki to have too much rice, and it's packed pretty hard, making it a bit too glutenous.  There are o specialty \""wow\"" items on the menu, just the basics.  What makes this place decent is the happy hour.  Not every item is in it but it's pretty comprehensive.  Most of the items are a few dollars off and some of them even half price.  Five dollar saki bommers are the real star here.  I'd recommend this place for happy hour but as for the sushi it is sub-par.",3,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""Happy hour is a highlight, but sushi is just average"",
  ""business_response"": ""Thank you for the feedback! We're glad you enjoyed our happy hour offerings. We'll take your comments on our sushi menu into consideration to see how we can improve.""
}
```",True,3,"Happy hour is a highlight, but sushi is just average",Thank you for the feedback! We're glad you enjoyed our happy hour offerings. We'll take your comments on our sushi menu into consideration to see how we can improve.,
"This store always looks like a bomb went off. Every time I visit this location it is unorganized, messy, and it smells weird. The messiness makes it very difficult to find things, which can be really frustrating.",2,multi_objective_assistant,"```
{
  ""stars"": 1,
  ""key_point"": ""Store was unorganized, messy, and had a weird smell"",
  ""business_response"": ""Sorry to hear that our store was unorganized and didn't meet your expectations. We'll work on improving our store's appearance and organization.""
}
```",True,1,"Store was unorganized, messy, and had a weird smell",Sorry to hear that our store was unorganized and didn't meet your expectations. We'll work on improving our store's appearance and organization.,
"Oh...my...lanta! I can't believe I haven't visited this little gem sooner! It's nestled atop a Pei Wei and Starbucks so I wasn't sure what to expect.  But from the moment I walked up the dimly light stairway and into the bar, I knew it was going to be a great night.  So first off, they open at 4 and happy hour is until 7pm.  (20% off everything on Sundays!!). They have a huge selection of different booze and brews and their specialty cocktails are definitely something that sets them apart from other bars.  I loves me some Moscow Mule, so when I saw that they had one on the menu (in a real copper mug!!) I ordered one immediately.  It was so tastilicious that I had to order a second.  For my next drink, I tried the Retro Cooler, which in my opinion, is as cool as it gets...think Matthew McConaughey in Dazed and Confused.  It's a mix of St. Germaine (Elderflower liquer) with Champagne and a lemon twist.  It went down the ole' hatch super easy, though, so be careful!  The second time I enjoyed this bar I ordered the White Rabbit (no...it's not vegan and they don't have a milk substitute...I cheated!)  It has Godiva White Chocolate liquer, horchata, stoli vanilla and some other yumness.  This one tasted like candy and I drank it in about five seconds.  Anyway, besides the drinks, they also have a few light snacks like hummus, artichoke dip, etc.  The vibe in this place is super chill and I really dig the way the bar is set up; the backdrop has big circle cutouts with yellow lights behind. There are comfy couches and high top tables and of course seats at the bar.  I almost felt like I was going to see Shane and Alice from the L Word walk in.  On our last visit, it was pretty busy as it was a holiday weekend and there was a dj.  The people of SideBar definitely know what they're doing and I will certainly be back!",5,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""The bar has a unique and enjoyable atmosphere with creative specialty cocktails"",
  ""business_response"": ""Thank you for your kind words! We're glad you enjoyed our drinks and ambiance. We look forward to serving you again!""
}
```",True,5,The bar has a unique and enjoyable atmosphere with creative specialty cocktails,Thank you for your kind words! We're glad you enjoyed our drinks and ambiance. We look forward to serving you again!,
Thanks to yelp and the reviews I had a very nice haircut and a friendly conversation. Traveling through an unfamiliar area and trying to find a good barber would've been a bear. All the other reviews were absolutely accurate so I won't repeat. But the top was I got the haircut and hot towel at the senior rate of $14. I am so happy that I signed up with yelp just to write this review.,5,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Friendly barber and affordable senior rate"",
  ""business_response"": ""Thank you for your kind words and for finding us through Yelp! We're glad we could provide a great experience and a fair price.""
}
```",True,5,Friendly barber and affordable senior rate,Thank you for your kind words and for finding us through Yelp! We're glad we could provide a great experience and a fair price.,
"Visited Scottsdale this weekend and was directed, by a local, to try Zips as a good sportsbar that would be close to our hotel.\n\nNursing a killer hangover from the night before, I ordered  a Coke to begin with.   The Coke tasted like they have moldy lines or something.   A couple other guys I was with ordered Mr. Pibb and each of their drinks had the same \""musty\"" taste as well.\n\nI had the jalepeno burger and fries and they were both pretty good.  Nothing out of this world, but decent.\n\nThe service was terrible.  Actual exchange between my friend and the waitress:\n\nfriend: I'll have the Caesar salad.\nwaitress: chicken caesar salad?\nfriend: No, just a regular caesar salad.\nwaitress: what kind of dressing do you want with that?\nfriend: I'll have the ranch (ok he didn't actually say this part, but i wish he would have)\n\nit's a freakin' CAESAR SALAD! Without the caesar dressing it's just a salad.  \n\nFood was OK. Service was...curious.  Beverages were bad.",2,multi_objective_assistant,"```
{
  ""stars"": 2,
  ""key_point"": ""Beverages tasted musty or moldy, poor service"",
  ""business_response"": ""Sorry to hear that our drinks didn't meet your expectations and that our service was a letdown. We'll look into it and work on improving both.""
}
```",True,2,"Beverages tasted musty or moldy, poor service",Sorry to hear that our drinks didn't meet your expectations and that our service was a letdown. We'll look into it and work on improving both.,
"Wood paneling, a great (though expensive wine list), and a Goodfellas feel to this hidden gem that has been in business for 35 years.\n\nAn above average selection of pasta standards including squid ink fettuccine, and pesto made with basil so fresh it took on a different flavor.  The beer selection is poor, however the above average wine list made up for it.\n\nMany varieties of scalopini, soups and fresh seafood, makes this more than just a pasta joint.\n\nService is friendly and professional.  I will be back.",4,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Excellent food and service, but poor beer selection"",
  ""business_response"": ""Thank you for your kind words! We're glad you enjoyed our food and service. Sorry to hear our beer selection didn't quite meet your expectations, and we'll consider expanding it in the future.""
}
```",True,5,"Excellent food and service, but poor beer selection","Thank you for your kind words! We're glad you enjoyed our food and service. Sorry to hear our beer selection didn't quite meet your expectations, and we'll consider expanding it in the future.",
"Five stars for the low-slung bar for and manned by midg--ahem, I mean, little people.  But that in itself is not the entirety of the place.  If there's any place in Scottsdale that screams Klassy, this would be it. \n\nGiligin's tugs at the senses like a trashy but fun cousin would, whether it's the sticky floors, the tacky wheel of misfortune, the swing hanging randomly in the bar, the refrigerated cases behind the bar like you're at a liquor store or the nightly promotion gimmicks - goldfish races, anyone?  They have a menu, but I will admit I'm scared to try the food here.\n\nWe came here a couple of weeks ago in the hoopla that was FBR Super Bowl weekend and after ditching all places on Scottsdale Road, we ended up here.  We had a blast before and after the $1 jello shots, and I even got some rad photos with the Captain Morgan's guy.  Later, I found myself walking around with a giant Coors Light, while being soundly defeated by a visiting Wisconsinite girl in a rousing game of beanbag toss. Midwestern bar games were never my thing.",3,multi_objective_assistant,"```
{
  ""stars"": 5,
  ""key_point"": ""Unique and fun atmosphere"",
  ""business_response"": ""Thanks for enjoying our quirky vibe! We're glad you had a blast with our promotions and games.""
}
```",True,5,Unique and fun atmosphere,Thanks for enjoying our quirky vibe! We're glad you had a blast with our promotions and games.,
"they charge a 10% restocking fee. The employees will not tell you about it till you bring the item back, even if you ask about the return process.",1,multi_objective_assistant,"{
  ""stars"": 2,
  ""key_point"": ""Surprise restocking fee and lack of transparency from employees"",
  ""business_response"": ""We apologize if our return policy wasn't clearly communicated. We'll make sure to inform customers about the restocking fee upfront.""
}",True,2,Surprise restocking fee and lack of transparency from employees,We apologize if our return policy wasn't clearly communicated. We'll make sure to inform customers about the restocking fee upfront.,
"Last time I stayed here was three years ago - stayed for three nights. This time was for one overnight only.\n\nThe AC in my room was not working well. It was enough to cool off the room - but it still felt a tad on the humid side. Again, another really old hotel with an inefficient, antiquated central AC system. Given the nature of this building, I doubt they could ever retrofit the building with the necessary HVAC infrastructure to improve it. I could be wrong.\n\nOne plus over the last time I stayed here is that the old analog style, CRT-based TVs are now gone - at the least in the room I stayed in had a newer flat panel HD TV set.\n\nAs before in my previous review:\n\n- If you are staying here - please note the hotel does not have a convenience store - they have a very limited number of items for sale down by the front desk. If you are in need of toiletries, beverages, snacks and other items - there is a 7-Eleven down the street - and a CVS and a Rite Aid an additional block or so further - BUT - be forewarned - none of these three options stays open very late.  We attempted to visit both the above 7-11 and CVS - but it was after 10:00 pm and three years later they ar still keeping the same limited hours.\n\nAnd you can't get any food at the Braddock Bar in the Hotel lobby after 10:00 pm or so. Very annoying.",3,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""AC in the room was not working well and the hotel has limited amenities"",
  ""business_response"": ""Sorry to hear that our AC unit didn't perform well during your stay. We appreciate your feedback and will look into upgrading our system.""
}
```",True,3,AC in the room was not working well and the hotel has limited amenities,Sorry to hear that our AC unit didn't perform well during your stay. We appreciate your feedback and will look into upgrading our system.,
"I arrived for a simple pedi/mani, everyone was friendly but the end result was horrible. I picked 2 different colors one for my toes and one for my fingernails. When I got home, every single one of my fingernails were lumpy, what seemed like air bubbles, and my toe nails didn't have an even coat of nail polish. \nThe next day I went back and the nail artist decided to give me multiple reasons why the nail polish was lumpy, instead of just apologizing. I ended up asking for a simple French tip with clear coat.\nAnd to sum up my experience, once the French mani was complete, the reasoning for the lumpiness was their clear top coat.\nNever coming back here !",1,multi_objective_assistant,"```
{
  ""stars"": 1,
  ""key_point"": ""Lumpy nail polish and unhelpful response from nail artist"",
  ""business_response"": ""Sorry to hear that our nail polish application didn't meet your expectations. We apologize for the inconvenience and any frustration caused.""
}
```",True,1,Lumpy nail polish and unhelpful response from nail artist,Sorry to hear that our nail polish application didn't meet your expectations. We apologize for the inconvenience and any frustration caused.,
"I really wish I would have liked this place more, especially because I was super excited to finally try it. Actually, when I first walked in, I kind of fell in love. The atmosphere is relaxed and our server was super friendly, gave us time and answered any questions we had. \n\nWe ordered the Chicago and the Las Vegas hot dog with the natural Italian fries on the side. The fries came out first and unfortunately they were just ok. Too much parmesan cheese, too salty and too fatty and they got soggy very quick. The hot dogs were ok, almost too much of everything in my opinion. \n\nThen, as soon as we walked out of this place, I ended up having an upset stomach that lasted all day. But this also could be due to me eating generally organic and healthy and perhaps my body doesn't like fatty food anymore. My husband was ok and he ate the same as I did, so I don't think the meat was bad. Regardless, I didn't like it enough to go back any time soon, but if I did, I think I would stay away from all the loaded hot dogs and try a simple one or get a sandwich.",3,multi_objective_assistant,"```
{
  ""stars"": 3,
  ""key_point"": ""Food was overly salty and fatty, caused stomach upset"",
  ""business_response"": ""Sorry to hear our food didn't agree with you, appreciate your feedback on portion sizes and ingredients.""
}
```",True,3,"Food was overly salty and fatty, caused stomach upset","Sorry to hear our food didn't agree with you, appreciate your feedback on portion sizes and ingredients.",
"Ate here last nite. Ordered Masaman curry with only vegetables, my friend ordered silver noodles with shrimp. My curry was not that good to heavy, and thick. vegetables were lacking not too many. And the few vegetables that were in the curry were diced up very thinly and overcooked. very disappointing. I ordered brown rice which costs $2. And the small bowl was not even full. less than half full. my friend said his silver noodles were just ok. vegetables were overcooked. and their were not much noodles. The manager or owner or both came over and sat at our table to ask us how we liked our food. I metioned about the vegetables and my friend metioned about the overcooked veggies. and She was very gracious and asked us to come back and to make a special  request as to how we want the food. That was refreshing and made us feel validated. \n\nBefore we went to eat their we called to find out if they used MSG and the person on the phone said that \""no they did not use MSG\"" so with that we decieded to go there to eat. \n\nI found out they do use MSG. As I woke up last nite with a splitting headache the type of headache I only get if I consume MSG. \n\nIt sad because I wanted to give this place another try. however I don't think I will return they use MSG and that is poison and it makes me sick.",2,multi_objective_assistant,"```
{
  ""stars"": 2,
  ""key_point"": ""MSG use and poor food quality"",
  ""business_response"": ""Sorry to hear that our food didn't meet your expectations and that you reacted to MSG. We appreciate your feedback and will consider it for future improvements.""
}
```",True,2,MSG use and poor food quality,Sorry to hear that our food didn't meet your expectations and that you reacted to MSG. We appreciate your feedback and will consider it for future improvements.,
